lat,long,price
47.6419,-122.306,808000
47.5843,-122.293,755000
47.5035,-122.258,228000
47.6754,-122.3,665000
47.6374,-122.111,689000
47.6748,-122.144,560000
47.4854,-122.343,325000
47.332,-122.334,583000
47.539,-121.878,555000
47.4343,-122.156,439000
47.3316,-122.203,465000
47.3127,-122.354,249900
47.7169,-122.329,552625
47.553,-122.182,510000
47.6694,-122.044,652500
47.6329,-121.969,574000
47.3206,-122.397,220000
47.7278,-122.297,380000
47.7214,-122.11,579000
47.5761,-121.989,745000
47.7325,-122.132,965000
47.5372,-122.232,1.23E+06
47.484,-121.78,397000
47.3612,-122.185,275000
47.4483,-122.124,365000
47.2979,-122.371,299000
47.5266,-122.189,555000
47.359,-122.452,485000
47.5119,-122.151,464000
47.5384,-121.88,679975
47.4121,-122.183,289659
47.538,-121.87,585000
47.5824,-122.078,940000
47.6272,-122.033,749950
47.7646,-122.065,700000
47.3236,-122.337,350000
47.6955,-122.116,456000
47.4793,-122.122,475000
47.6728,-122.012,860000
47.6895,-121.912,340000
47.4601,-122.165,335000
47.6904,-122.102,596500
47.7066,-122.115,759900
47.6989,-122.111,750000
47.7655,-122.3,460000
47.5026,-122.236,339000
47.3904,-122.178,449950
47.7251,-122.168,462000
47.5922,-122.118,605000
47.3091,-122.343,389950
47.5828,-121.972,790000
47.543,-122.231,890000
47.6935,-122.312,495000
47.3109,-122.045,600000
47.505,-122.11,471000
47.7379,-122.052,597000
47.4872,-122.066,725000
47.7622,-122.263,330000
47.5333,-122.381,495000
47.3121,-122.215,225000
47.4836,-121.783,471000
47.5751,-122.049,682000
47.7674,-122.086,654950
47.5096,-122.25,466000
47.6596,-122.338,657100
47.2898,-122.222,215000
47.5857,-122.027,649000
47.5899,-122.173,700000
47.6124,-122.153,685000
47.6557,-122.278,950000
47.3351,-122.289,292500
47.7481,-122.355,270000
47.7481,-122.355,450000
47.6897,-122.374,535000
47.4596,-122.066,335000
47.5168,-122.189,730000
47.7023,-122.388,899000
47.3164,-122.196,225000
47.7274,-122.181,382500
47.3542,-122.137,295000
47.6594,-122.345,829000
47.5888,-122.011,635000
47.3413,-122.277,270000
47.7383,-121.969,480000
47.5098,-122.155,426950
47.4573,-122.158,325000
47.5539,-121.996,728725
47.5985,-122.026,1.30E+06
47.6814,-122.269,550000
47.5415,-121.883,451000
47.2974,-122.366,218000
47.672,-122.169,562000
47.4155,-122.163,401500
47.4619,-122.154,485000
47.7234,-122.107,595000
47.4457,-122.127,260000
47.7449,-122.103,464000
47.6103,-122.297,601000
47.2739,-122.293,350000
47.7038,-122.352,329000
47.4292,-122.148,312500
47.4887,-122.15,370000
47.4626,-121.739,800000
47.4288,-122.198,185000
47.4288,-122.198,365000
47.6833,-122.271,925000
47.5715,-122.225,880000
47.6845,-122.017,839990
47.3875,-122.155,344200
47.7557,-122.221,459950
47.3583,-122.183,229900
47.5881,-122.113,750000
47.7446,-122.249,509000
47.7473,-122.261,680000
47.6431,-122.108,785000
47.6948,-122.357,446000
47.7547,-122.094,500000
47.6374,-122.299,1.20E+06
47.7671,-122.33,465000
47.4698,-122.118,375000
47.7576,-122.333,375000
47.5659,-122.375,536500
47.6392,-122.406,979700
47.6753,-122.311,730000
47.6956,-122.399,695000
47.6052,-122.064,1.23E+06
47.5598,-122.018,645500
47.7545,-122.357,344900
47.6132,-122.292,575000
47.7344,-121.957,518000
47.5774,-122.147,420000
47.6788,-122.346,965000
47.6848,-122.208,1.38E+06
47.5574,-121.89,810000
47.3052,-122.362,209950
47.4466,-122.36,554820
47.4819,-122.182,359000
47.6087,-122.016,695000
47.6619,-122.275,1.08E+06
47.5281,-122.348,312000
47.5654,-122.01,690000
47.4323,-122.327,375000
47.7699,-122.085,575000
47.5615,-122.131,646000
47.744,-122.087,455000
47.638,-122.288,3.40E+06
47.3202,-122.383,415000
47.701,-121.857,396400
47.3602,-121.986,774950
47.5682,-122.275,855000
47.3582,-122.284,290000
47.3124,-122.188,359000
47.6291,-122.363,2.00E+06
47.6326,-122.07,1.05E+06
47.3132,-122.182,285000
47.5945,-121.982,820000
47.5124,-122.374,400000
47.577,-122.302,397000
47.522,-122.047,410000
47.6394,-122.299,1.35E+06
47.6903,-122.056,910000
47.3046,-122.22,250000
47.6424,-122.407,1.23E+06
47.7223,-122.172,400000
47.6374,-122.042,715000
47.5382,-122.173,420000
47.6678,-122.182,645000
47.6003,-122.076,1.57E+06
47.7351,-121.964,470000
47.7428,-122.183,467000
47.7019,-122.243,901000
47.478,-122.038,1.70E+06
47.5344,-122.224,1.17E+06
47.5392,-122.228,850000
47.5209,-122.205,327000
47.5639,-122.216,947500
47.6797,-122.359,660000
47.369,-122.156,445000
47.4365,-122.144,343888
47.6294,-122.116,500000
47.494,-122.279,290500
47.2734,-122.251,248000
47.5115,-122.194,433000
47.3614,-122.035,309950
47.3454,-122.039,350000
47.5645,-122.219,1.06E+06
47.7261,-122.246,650000
47.6079,-122.123,455000
47.5574,-122.315,392000
47.6964,-122.118,580000
47.637,-122.367,783200
47.5994,-121.975,715000
47.5888,-121.971,959900
47.3747,-122.156,472000
47.4918,-122.141,333000
47.355,-122.319,799000
47.3109,-122.097,449500
47.5826,-122.028,692500
47.561,-122.153,925000
47.7338,-121.966,396800
47.2966,-122.19,220000
47.7501,-122.302,338000
47.7255,-122.059,1.15E+06
47.7145,-122.225,520000
47.2953,-122.097,400000
47.2087,-122.009,338150
47.6211,-122.016,883000
47.5847,-122.081,950000
47.4091,-122.313,300000
47.5073,-122.234,415000
47.5364,-121.856,1.01E+06
47.5659,-122.013,653000
47.6496,-122.407,715000
47.3714,-122.309,245000
47.3784,-122.046,257700
47.6196,-122.15,795000
47.5197,-122.2,525000
47.4915,-122.183,410000
47.2614,-122.29,340000
47.3577,-122.195,460000
47.2793,-122.295,345000
47.6773,-122.403,1.33E+06
47.6885,-122.324,705000
47.2987,-122.385,274900
47.7735,-122.158,499950
47.6169,-122.294,428000
47.7654,-122.076,655000
47.5008,-122.257,251000
47.3326,-122.201,433495
47.5729,-122.147,425000
47.5051,-122.17,345000
47.6149,-122.124,612500
47.7226,-122.039,1.04E+06
47.6324,-122.106,497000
47.7447,-122.324,385000
47.5845,-122.06,745000
47.3526,-122,371000
47.5703,-121.998,545000
47.5606,-122.225,1.14E+06
47.4357,-122.343,699950
47.7037,-122.293,433000
47.7686,-122.278,440000
47.5262,-122.028,589000
47.3438,-122.322,379750
47.6894,-122.384,709000
47.4321,-122.347,445500
47.6066,-122.016,603000
47.4938,-122.364,725000
47.4485,-122.139,495000
47.5336,-122.225,998000
47.5515,-122.153,750000
47.595,-122.133,711600
47.5369,-122.07,1.05E+06
47.5326,-122.181,710000
47.5017,-122.165,350000
47.719,-122.217,450000
47.5979,-122.173,809950
47.7749,-122.339,415000
47.2831,-122.279,411000
47.4357,-122.159,460000
47.646,-122.39,976000
47.4832,-121.799,485000
47.55,-122.103,1.69E+06
47.5478,-122.174,558000
47.2902,-122.342,370000
47.6318,-122.023,598850
47.7072,-122.232,653750
47.4884,-122.363,945000
47.643,-122.066,608700
47.6506,-122.405,812000
47.6908,-122.051,950000
47.6955,-122.289,700000
47.7206,-122.284,740000
47.5161,-122.388,548500
47.6651,-122.056,899000
47.7386,-122.235,580000
47.5748,-122.013,550000
47.6857,-122.353,750000
47.5109,-122.183,392500
47.6187,-122.04,575000
47.3768,-122.118,291000
47.5862,-122.037,791500
47.6262,-122.049,420000
47.6846,-122.372,656000
47.5185,-122.345,210750
47.6368,-122.355,485000
47.587,-122.384,462500
47.4774,-122.142,435000
47.6045,-122.169,735000
47.6579,-122.125,538000
47.5762,-122.143,331500
47.6789,-122.281,650500
47.6605,-122.069,1.77E+06
47.5097,-122.181,199500
47.5097,-122.181,247000
47.7346,-121.97,442500
47.6804,-122.316,725000
47.3634,-122.279,305000
47.3622,-122.157,734000
47.5838,-122.39,711000
47.4881,-122.142,450000
47.285,-122.201,272000
47.3275,-122.329,291000
47.6344,-122.205,1.01E+06
47.639,-122.21,1.58E+06
47.6605,-122.331,875000
47.4664,-121.747,271000
47.3358,-122.265,280000
47.6503,-122.41,554729
47.6503,-122.41,868000
47.7137,-122.315,455000
47.3446,-122.042,400000
47.5658,-122.032,770000
47.6158,-122.291,742500
47.5697,-122.182,1.25E+06
47.6463,-122.219,1.56E+06
47.3557,-122.29,545000
47.5868,-121.968,1.05E+06
47.3024,-122.106,178000
47.4125,-121.982,1.13E+06
47.4722,-122.131,425000
47.5758,-122.382,554950
47.6506,-122.121,580000
47.4868,-122.141,540000
47.5345,-122.216,950000
47.5305,-122.371,190000
47.731,-122.166,350000
47.5528,-122.356,375000
47.6259,-122.142,760000
47.7638,-122.265,560000
47.3743,-122.295,268500
47.5894,-122.197,1.13E+06
47.4816,-122.005,449000
47.4619,-122.196,325000
47.5349,-122.066,751000
47.7289,-122.127,1.12E+06
47.6202,-122.112,665000
47.7233,-121.959,450000
47.4497,-122.212,389900
47.3642,-122.174,339950
47.5766,-122.309,350000
47.6273,-122.194,1.00E+06
47.6857,-122.331,845000
47.3289,-122.001,314500
47.5858,-122.379,870000
47.525,-122.393,1.66E+06
47.3219,-122.085,425000
47.6607,-122.396,774000
47.3644,-122.04,339500
47.7466,-122.34,344950
47.7107,-122.11,814950
47.3482,-122.153,299900
47.3169,-122.365,272000
47.7458,-122.334,310000
47.764,-122.262,435000
47.3661,-122.02,305000
47.3266,-122.175,289950
47.7283,-122.046,1.82E+06
47.7381,-122.302,265000
47.4961,-122.366,545000
47.753,-122.317,425000
47.7048,-122.315,465000
47.7566,-122.113,545000
47.5794,-122.118,592000
47.4067,-122.03,446000
47.7687,-122.276,459950
47.3064,-122.108,485000
47.4909,-122.257,324950
47.35,-122.168,220000
47.4435,-122.279,368000
47.3616,-122.144,392500
47.7255,-122.101,650000
47.5795,-122.29,877500
47.6317,-122.205,770000
47.2929,-122.342,575000
47.6329,-122.021,608000
47.5219,-122.052,463000
47.5655,-122.395,525000
47.2126,-121.984,272000
47.2701,-122.313,280000
47.7093,-122.306,477000
47.6634,-122.358,595000
47.7397,-122.259,485000
47.77,-122.097,591000
47.6458,-121.904,443500
47.6458,-121.904,471000
47.651,-122.119,600000
47.5623,-122.221,1.38E+06
47.631,-122.117,445000
47.4835,-122.192,435000
47.356,-122.014,425000
47.4935,-122.333,264950
47.637,-122.04,746500
47.661,-122.269,2.56E+06
47.7279,-122.048,1.40E+06
47.6214,-122.14,295000
47.7245,-121.959,468000
47.467,-122.185,260000
47.398,-122.31,403900
47.3663,-122.115,300000
47.5674,-122.384,575000
47.7258,-122.306,522500
47.7011,-122.244,3.00E+06
47.5427,-121.995,950000
47.5641,-122.124,1.08E+06
47.6236,-122.235,2.10E+06
47.5507,-122.383,500000
47.4433,-122.016,710000
47.6907,-122.161,857000
47.5688,-122.087,559500
47.5589,-122.128,671500
47.6247,-122.016,813000
47.6337,-122.371,740000
47.5927,-122.006,663000
47.7563,-122.338,492000
47.4799,-122.129,448000
47.464,-122.192,383000
47.7443,-122.228,490000
47.7177,-122.104,729000
47.5563,-122.163,825000
47.3749,-122.291,300000
47.5719,-122.377,619500
47.3559,-122,515000
47.7125,-122.332,590000
47.7375,-122.139,1.08E+06
47.3843,-122.006,530000
47.5045,-122.24,343500
47.5487,-122.277,334900
47.6707,-122.149,544300
47.5405,-122.393,535000
47.6867,-122.369,490000
47.6893,-122.35,651500
47.4884,-122.319,270000
47.7599,-122.233,533000
47.3694,-122.056,495000
47.713,-122.072,862000
47.713,-122.072,870000
47.5359,-122.233,875000
47.3877,-122.171,325000
47.2641,-122.312,334950
47.5564,-122.177,600000
47.593,-122.197,1.17E+06
47.497,-122.227,275000
47.3069,-122.271,233000
47.4785,-122.16,317500
47.3594,-122.322,420000
47.4927,-122.312,290000
47.729,-122.235,443000
47.6344,-122.118,480000
47.3115,-122.396,275000
47.5246,-122.044,550000
47.3352,-122.189,300000
47.6934,-122.271,2.30E+06
47.6793,-122.316,620000
47.58,-122.285,978000
47.4445,-122.126,387500
47.7173,-122.338,525000
47.7642,-122.048,590000
47.3846,-122.205,282000
47.5639,-122.149,745000
47.5782,-122.018,590000
47.7086,-122.243,570000
47.5968,-122.083,2.75E+06
47.3424,-122.329,514500
47.4789,-122.335,228900
47.5965,-122.038,647000
47.5421,-122.383,850000
47.3672,-122.099,279900
47.6618,-122.273,1.66E+06
47.6307,-122.051,615000
47.7065,-122.297,451000
47.7731,-122.257,419000
47.579,-122.001,545800
47.6434,-122.358,1.13E+06
47.6382,-122.397,855000
47.4678,-122.363,390000
47.6828,-122.329,1.33E+06
47.521,-122.179,429900
47.5949,-122.308,499000
47.5059,-122.303,240000
47.6815,-122.269,650000
47.258,-122.208,254500
47.555,-122.309,475000
47.6713,-122.276,880000
47.6009,-122.011,1.21E+06
47.7603,-122.169,475000
47.5933,-122.195,650000
47.6373,-122.042,765000
47.314,-122.363,264500
47.6416,-122.386,950000
47.6123,-122.006,690000
47.4098,-122.189,312000
47.5521,-121.999,491234
47.6743,-122.145,490000
47.5876,-122.172,810000
47.5634,-122.394,804000
47.401,-122.171,360000
47.554,-122.036,1.45E+06
47.5443,-122.177,440000
47.367,-122.031,422000
47.3451,-122.04,359900
47.632,-122.29,1.14E+06
47.5866,-122.201,1.19E+06
47.6766,-122.368,635200
47.6606,-122.397,575000
47.528,-122.132,1.20E+06
47.768,-122.388,850000
47.636,-122.302,625000
47.726,-122.297,495000
47.7066,-122.101,835000
47.6024,-122.296,625000
47.6339,-122.022,550000
47.363,-122.034,311000
47.3092,-122.376,305000
47.4242,-122.181,395000
47.3747,-122.306,275000
47.6522,-122.348,565000
47.7456,-122.336,373000
47.7584,-122.143,614000
47.5569,-122.172,595000
47.4791,-122.347,299999
47.5526,-121.994,615000
47.561,-122.126,629000
47.4258,-122.327,255000
47.6481,-122.125,790000
47.6952,-122.39,650000
47.6529,-122.334,675000
47.5704,-122.141,320000
47.7432,-122.112,752875
47.7522,-122.307,359000
47.522,-122.149,840000
47.3468,-122.11,205000
47.4905,-122.14,510000
47.6313,-122.344,1.55E+06
47.6628,-122.326,1.08E+06
47.3979,-122.212,422500
47.5933,-122.292,1.40E+06
47.7533,-122.205,720000
47.5108,-122.193,455000
47.553,-122.37,310000
47.6933,-122.116,402000
47.353,-122.002,589450
47.3099,-122.116,489950
47.6767,-122.38,410000
47.7081,-122.276,590000
47.7751,-122.168,465000
47.56,-122.181,622000
47.6314,-122.353,1.28E+06
47.7282,-122.372,1.58E+06
47.6488,-122.153,850000
47.733,-122.225,585000
47.6929,-122.321,495000
47.3585,-122.191,302500
47.6406,-122.101,1.25E+06
47.4891,-122.149,435000
47.4874,-122.223,160000
47.5785,-122.402,590000
47.6893,-122.197,771000
47.5693,-122.391,545000
47.7415,-122.096,465000
47.5072,-122.181,232000
47.6427,-122.397,1.28E+06
47.588,-122.168,957000
47.3527,-122.315,256000
47.3893,-122.216,372000
47.5429,-121.995,905000
47.5303,-122.28,365000
47.4061,-122.188,312000
47.6419,-122.351,740000
47.4836,-122.136,512000
47.7453,-122.351,429950
47.3831,-122.147,364900
47.6663,-122.332,700000
47.3495,-122.04,335000
47.5126,-122.149,330000
47.5511,-122.114,1.79E+06
47.2585,-122.061,400000
47.4016,-122.166,319000
47.6807,-122.291,635000
47.6941,-122.173,585000
47.3965,-122.321,240000
47.5837,-122.194,1.62E+06
47.3258,-122.186,255000
47.4501,-122.128,289000
47.5161,-122.191,494500
47.4745,-122.141,385000
47.6915,-122.099,688100
47.6605,-122.335,870300
47.561,-122.019,700000
47.289,-122.344,349900
47.584,-122.294,615000
47.7196,-122.223,730000
47.4548,-121.764,1.95E+06
47.6838,-122.327,1.40E+06
47.7649,-122.205,465000
47.5775,-122.019,690000
47.3183,-122.382,367999
47.3828,-122.026,380000
47.4742,-121.769,365000
47.7538,-122.325,625000
47.534,-122.373,432000
47.5486,-122.278,336000
47.2883,-122.218,294400
47.3554,-121.986,655000
47.4042,-122.205,354000
47.2617,-122.19,400000
47.6319,-122.05,879900
47.4793,-122.18,419500
47.6495,-122.401,685000
47.4798,-122.136,429950
47.559,-122.365,464950
47.7324,-121.963,406250
47.4831,-121.781,447000
47.5846,-122.12,674000
47.6282,-122.322,1.44E+06
47.6885,-122.386,571000
47.5998,-122.014,485500
47.6756,-122.275,1.21E+06
47.5868,-121.974,875909
47.4492,-122.084,455000
47.3086,-122.396,229000
47.7219,-122.258,600000
47.7237,-122.076,535000
47.7718,-122.283,600000
47.5182,-122.149,1.15E+06
47.6564,-122.325,785000
47.6969,-122.384,900000
47.6418,-122.157,940000
47.6316,-121.988,850000
47.515,-122.164,315000
47.5166,-122.361,325000
47.3425,-122.03,625000
47.6699,-122.317,550000
47.6547,-122.34,831000
47.7406,-122.11,484000
47.3325,-122.168,395000
47.6388,-122.064,839900
47.6759,-122.161,760000
47.5855,-122.383,750000
47.6118,-122.024,1.01E+06
47.6601,-122.275,980000
47.4569,-122.165,319950
47.5212,-122.339,330000
47.6573,-122.034,897500
47.62,-122.12,445000
47.7302,-122.106,832500
47.5414,-121.869,771150
47.4364,-122.282,225000
47.6437,-122.321,1.30E+06
47.7066,-122.112,750000
47.7492,-122.336,395000
47.7061,-122.347,375000
47.554,-122.095,920000
47.5322,-122.391,756450
47.6235,-122.309,1.26E+06
47.3107,-122.001,365000
47.3314,-122.275,257000
47.3285,-122.168,312500
47.7443,-122.22,513000
47.5747,-122.408,857500
47.7285,-122.24,440000
47.6287,-122.093,655000
47.719,-122.173,500000
47.7079,-122.358,440000
47.6315,-122.101,661000
47.6315,-122.101,697000
47.6873,-122.314,535000
47.6955,-122.097,595000
47.5374,-122.192,725000
47.4804,-122.157,410000
47.3378,-122.263,210000
47.7308,-122.18,423000
47.2933,-122.195,249500
47.3922,-122.165,325000
47.6261,-122.047,630000
47.4579,-122.17,320000
47.5932,-122.172,1.11E+06
47.6988,-122.358,398000
47.4686,-121.989,590000
47.5689,-122.126,599000
47.5579,-122.129,555000
47.3389,-122.066,479000
47.7297,-122.326,306888
47.3637,-121.955,675000
47.6882,-122.306,650000
47.5907,-122.086,815000
47.6893,-122.388,450000
47.5664,-122.124,744000
47.3106,-122.116,460000
47.205,-121.996,231000
47.58,-122.29,895000
47.6232,-122.21,1.11E+06
47.6295,-122.346,885000
47.6023,-122.123,367400
47.646,-122.363,700000
47.333,-122.172,340000
47.5841,-122.295,718000
47.7307,-122.239,350000
47.6335,-122.196,626000
47.4206,-122.183,382500
47.4222,-122.318,170000
47.6224,-122.215,2.14E+06
47.6134,-122.282,1.67E+06
47.2396,-121.993,438950
47.6075,-122.017,685000
47.7297,-122.219,486000
47.4676,-122.296,335000
47.5641,-122.032,870000
47.6404,-122.171,1.19E+06
47.3596,-122.036,375000
47.5885,-122.199,1.45E+06
47.3722,-122.308,250000
47.5346,-121.881,530000
47.7117,-122.286,490000
47.3644,-122.2,310000
47.768,-122.251,599000
47.4617,-122.159,525000
47.6085,-122.013,820000
47.6672,-122.409,1.31E+06
47.6206,-122.056,549000
47.5388,-121.87,589000
47.703,-122.28,650000
47.6838,-122.323,710000
47.5496,-122.385,605000
47.547,-122.219,994000
47.4912,-122.145,495000
47.5428,-121.861,655000
47.3397,-122.322,485000
47.7578,-122.094,375000
47.5902,-122.018,570000
47.5237,-122.376,450000
47.5917,-122.296,432500
47.5825,-122.242,1.20E+06
47.5723,-122.382,610000
47.6706,-122.3,471000
47.692,-122.099,624000
47.7393,-122.181,480000
47.6237,-122.228,1.65E+06
47.3557,-122.026,374950
47.5522,-122.103,995000
47.5697,-122.219,741000
47.7728,-122.386,668750
47.366,-122.093,280000
47.6727,-122.397,429000
47.5581,-122.213,870000
47.495,-122.155,440000
47.6398,-121.985,795127
47.3935,-122.3,385000
47.5842,-122.045,595000
47.6303,-122.065,925900
47.267,-122.31,325000
47.5597,-121.85,295000
47.7064,-122.224,749950
47.3864,-122.22,339900
47.3557,-122.016,353000
47.7382,-122.287,675000
47.5928,-122.29,1.34E+06
47.6209,-122.216,1.65E+06
47.3369,-122.32,305000
47.3506,-122.006,324950
47.6388,-122.149,1.12E+06
47.5323,-122.238,1.55E+06
47.3853,-122.028,336500
47.6807,-122.318,685000
47.2925,-122.107,549900
47.3168,-122.079,357000
47.684,-122.341,800000
47.7479,-121.972,979500
47.656,-122.134,385000
47.2659,-122.215,347000
47.6647,-122.142,615000
47.5618,-122.176,547500
47.5067,-122.164,359500
47.3417,-122.281,235000
47.3344,-122.28,190848
47.6746,-122.32,570000
47.5824,-122.384,661254
47.6781,-122.374,575000
47.4596,-122.065,302000
47.3629,-122.026,236000
47.7441,-122.173,550000
47.5855,-122.031,630000
47.5449,-122.215,610000
47.5774,-122.054,750000
47.3638,-122.091,164000
47.5692,-122.006,544000
47.4722,-122.001,420000
47.6944,-122.175,540000
47.6353,-122.124,650000
47.6829,-122.4,815000
47.3268,-122.388,399950
47.6278,-122.108,728000
47.7356,-121.959,525000
47.2901,-122.279,314950
47.6449,-122.059,645000
47.5593,-122.016,770000
47.6604,-122.324,733000
47.4485,-122.278,377500
47.5406,-121.887,475000
47.3849,-122.163,366400
47.742,-122.208,627250
47.5866,-122.389,705000
47.3426,-122.321,450000
47.6332,-122.199,1.89E+06
47.3457,-122.041,356000
47.3817,-122.035,348450
47.4973,-122.341,355000
47.3666,-122.119,333000
47.6869,-122.126,740000
47.4153,-122.184,242025
47.5876,-122.193,1.03E+06
47.4645,-122.196,350000
47.6316,-122.303,940000
47.7336,-122.339,381800
47.5089,-122.346,242000
47.7005,-122.232,1.09E+06
47.6208,-122.141,660000
47.6911,-122.054,845000
47.5893,-122.299,417000
47.7076,-122.356,759950
47.6451,-122.387,990000
47.5392,-122.186,515000
47.7307,-122.297,370000
47.6422,-122.157,1.96E+06
47.479,-122.356,410000
47.6325,-121.97,635000
47.5866,-122.116,1.08E+06
47.6811,-122.283,671000
47.481,-122.292,205000
47.761,-122.307,350000
47.3657,-122.021,313999
47.5471,-122.016,735000
47.5222,-121.874,589500
47.6649,-122.135,740000
47.55,-122.272,500000
47.5302,-122.147,669888
47.5101,-122.259,280000
47.6471,-122.03,630000
47.6304,-122.097,442000
47.4619,-122.344,340000
47.6016,-122.074,900000
47.5591,-122.267,800000
47.2041,-122.021,379500
47.5962,-122.015,515000
47.5849,-122.051,890000
47.3528,-122.041,361500
47.6353,-122.353,1.85E+06
47.6237,-122.21,945000
47.5981,-122.03,800000
47.6279,-122.315,1.27E+06
47.7771,-122.339,379950
47.6876,-122.038,583000
47.3617,-122.308,278000
47.691,-122.113,555000
47.6011,-122.124,375000
47.1647,-121.973,335000
47.4807,-122.182,345000
47.5609,-122.15,627500
47.5488,-122.287,350000
47.6438,-122.373,705000
47.4169,-122.316,260000
47.6725,-122.396,500000
47.5606,-122.184,689000
47.6234,-122.113,470000
47.497,-122.369,290000
47.5816,-122.197,1.10E+06
47.6657,-122.178,561500
47.643,-122.299,1.35E+06
47.5232,-122.191,600000
47.6342,-122.117,545000
47.4846,-122.067,780000
47.4106,-122.204,345500
47.4777,-122.1,485000
47.7685,-122.159,642860
47.7317,-122.354,559950
47.5688,-122.317,577288
47.6853,-122.204,1.15E+06
47.5403,-122.175,375000
47.3669,-122.288,287000
47.5381,-121.888,425000
47.405,-122.288,210000
47.7085,-122.283,518000
47.571,-122.374,750000
47.4632,-122.209,344500
47.6208,-122.099,606150
47.2842,-122.198,292000
47.6698,-122.044,765000
47.4911,-122.138,505000
47.7306,-122.233,410000
47.5958,-122.299,450000
47.5381,-121.89,452500
47.3467,-122.304,245000
47.6242,-122.04,610000
47.4973,-122.268,363500
47.6314,-121.968,650000
47.4357,-122.168,290000
47.3432,-122.316,316000
47.5627,-122.018,690000
47.4513,-122.128,449950
47.7711,-122.041,824000
47.5631,-122.219,838400
47.5305,-121.841,282500
47.5933,-121.982,899000
47.4296,-122.185,360000
47.5714,-122.005,570000
47.3772,-122.127,320000
47.531,-121.86,610000
47.4383,-122.193,335000
47.6353,-122.232,787500
47.5911,-122.133,598780
47.6295,-122.217,1.75E+06
47.595,-122.203,870000
47.3511,-122.058,323000
47.5962,-122.018,727000
47.7675,-122.277,450000
47.2642,-122.187,799950
47.5953,-122.039,860000
47.3581,-122.317,310000
47.4362,-122.165,315000
47.63,-122.363,1.30E+06
47.4916,-122.162,430000
47.7174,-122.236,446000
47.4703,-122.015,595000
47.5015,-122.262,245000
47.7703,-122.312,310000
47.5719,-122.007,575000
47.6775,-122.18,472500
47.5951,-122.206,1.61E+06
47.4497,-122.168,302200
47.4483,-122.129,374950
47.6961,-122.316,967000
47.591,-122.293,536500
47.7183,-122.213,334009
47.7467,-122.132,818000
47.7193,-122.361,525000
47.6484,-122.08,936000
47.4816,-121.714,590000
47.6772,-122.056,782000
47.5348,-122.053,575000
47.353,-122.294,290000
47.374,-122.125,360000
47.5072,-122.257,372000
47.7399,-122.332,475000
47.3969,-122.205,310000
47.4413,-122.277,173000
47.7065,-122.13,890000
47.2654,-122.217,329950
47.7344,-122.173,395000
47.7397,-122.316,690500
47.3148,-122.35,345000
47.5067,-122.197,383000
47.4345,-122.198,550000
47.4887,-122.15,291375
47.6801,-122.114,599500
47.7658,-122.37,625000
47.3528,-122.267,485000
47.7617,-122.11,200000
47.4736,-121.731,545000
47.5828,-122.291,749000
47.5895,-122.019,565000
47.4406,-122.139,330000
47.6591,-122.147,1.14E+06
47.3126,-122.346,330000
47.7368,-122.231,600000
47.7543,-122.344,295000
47.6349,-122.29,2.30E+06
47.3552,-122.014,360000
47.6124,-122.009,644500
47.6303,-121.99,633100
47.7425,-122.089,500000
47.5569,-122.298,402000
47.6328,-122.064,840000
47.6382,-122.368,870000
47.6983,-122.127,532000
47.7718,-122.381,455000
47.7635,-122.044,590000
47.5158,-122.385,565000
47.5488,-122.171,496600
47.6798,-122.348,549000
47.56,-122.161,1.70E+06
47.6782,-122.3,735000
47.3761,-122.32,270000
47.5574,-122.308,469000
47.5183,-122.266,305000
47.5972,-122.295,386500
47.6351,-122.06,712000
47.6767,-122.35,875000
47.5371,-122.368,452000
47.5558,-122.269,666570
47.5819,-122.125,650000
47.4541,-122.117,438800
47.4777,-122.212,324950
47.6873,-122.286,525000
47.6973,-122.205,1.14E+06
47.4472,-122.092,600000
47.5044,-122.245,300000
47.4518,-122.12,381000
47.5331,-122.384,550000
47.3595,-122.089,339950
47.6653,-122.272,906000
47.5336,-122.223,980000
47.5214,-122.191,555000
47.4821,-122.108,430000
47.5318,-122.055,730100
47.4224,-122.289,219000
47.3665,-122.276,262500
47.5367,-122.067,788000
47.3078,-122.358,260000
47.7628,-122.123,575000
47.6315,-122.282,1.25E+06
47.6772,-122.285,637000
47.6947,-122.303,790000
47.5075,-122.389,1.25E+06
47.5307,-122.352,220000
47.7189,-122.181,540000
47.4758,-122.288,161000
47.4758,-122.288,220000
47.6921,-122.387,626000
47.5862,-122.246,1.61E+06
47.4524,-122.15,380000
47.7758,-122.2,470000
47.4338,-122.16,363000
47.3009,-122.375,245000
47.6456,-122.387,658500
47.7222,-122.056,835000
47.6696,-122.371,595000
47.3657,-122.034,419000
47.7214,-122.056,1.09E+06
47.7201,-122.361,575000
47.6657,-122.067,635000
47.5721,-122.381,675000
47.2411,-121.932,570000
47.5924,-122.048,625000
47.3555,-122.002,459950
47.4053,-122.03,370000
47.5056,-122.254,150000
47.7113,-122.296,699000
47.6293,-122.238,1.65E+06
47.4502,-122.378,685000
47.6662,-122.365,492000
47.4482,-122.209,311100
47.5269,-122.383,589500
47.6181,-122.284,2.55E+06
47.6338,-122.232,1.80E+06
47.5355,-122.24,2.00E+06
47.6878,-122.342,605000
47.5551,-122.172,550000
47.6397,-122.395,905000
47.6448,-122.409,2.00E+06
47.1996,-122.003,415000
47.532,-122.385,744000
